"collection","title","actual_source_path","package_path","extension","size_bytes","subjects","resource_id","resource_type","notes"
"canada-bc-curriculum","en_arts-education_10_studio-arts-2D_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_10_studio-arts-2D_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_10_studio-arts-2D_elab.docx","docx","108470","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-10-studio-arts-2d-elab.514de81d.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_10_studio-arts-3D_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_10_studio-arts-3D_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_10_studio-arts-3D_elab.docx","docx","108516","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-10-studio-arts-3d-elab.34546d1b.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_10_theatre-company_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_10_theatre-company_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_10_theatre-company_elab.docx","docx","107997","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-10-theatre-company-elab.7573e74d.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_10_theatre-production_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_10_theatre-production_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_10_theatre-production_elab.docx","docx","124571","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-10-theatre-production-elab.924799a0.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_art-studio_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_art-studio_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_art-studio_elab.docx","docx","107567","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-art-studio-elab.8dc05fb4.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_choral-music_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_choral-music_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_choral-music_elab.docx","docx","106993","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-choral-music-elab.883e6af4.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_composition-and-production_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_composition-and-production_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_composition-and-production_elab.docx","docx","106593","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-composition-and-production.81054e2d.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_contemporary-music_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_contemporary-music_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_contemporary-music_elab.docx","docx","106846","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-contemporary-music-elab.656ac68c.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_dance-choreography_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-choreography_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-choreography_elab.docx","docx","106677","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-dance-choreography-elab.35cff1b0.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_dance-company_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-company_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-company_elab.docx","docx","107076","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-dance-company-elab.2c8cd7cd.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_dance-conditioning_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-conditioning_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-conditioning_elab.docx","docx","107752","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-dance-conditioning-elab.5d61b97e.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_dance-foundations_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-foundations_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-foundations_elab.docx","docx","107562","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-dance-foundations-elab.553c9879.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_dance-technique-and-performance_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-technique-and-performance_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_dance-technique-and-performance_elab.docx","docx","107399","arts;physical-education;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-dance-technique-and-perform.51d153de.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_directing-and-script-development_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_directing-and-script-development_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_directing-and-script-development_elab.docx","docx","105807","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-directing-and-script-develo.4f4f053b.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_drama_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_drama_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_drama_elab.docx","docx","106325","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-drama-elab.5d6c746c.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_film-and-television_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_film-and-television_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_film-and-television_elab.docx","docx","106088","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-film-and-television-elab.01d222f6.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_graphic-arts_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_graphic-arts_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_graphic-arts_elab.docx","docx","109112","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-graphic-arts-elab.d9e4c57a.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_instrumental-music_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_instrumental-music_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_instrumental-music_elab.docx","docx","109165","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-instrumental-music-elab.29d6a49b.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_media-arts_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_media-arts_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_media-arts_elab.docx","docx","109093","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-media-arts-elab.f0647deb.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_musical-theatre_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_musical-theatre_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_musical-theatre_elab.docx","docx","106028","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-musical-theatre-elab.c17aafb7.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_photography_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_photography_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_photography_elab.docx","docx","108772","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-photography-elab.69c330c1.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_studio-arts-2D_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_studio-arts-2D_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_studio-arts-2D_elab.docx","docx","109310","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-studio-arts-2d-elab.c3b78757.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_studio-arts-3D_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_studio-arts-3D_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_studio-arts-3D_elab.docx","docx","109785","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-studio-arts-3d-elab.c5a9da78.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_theatre-company_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_theatre-company_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_theatre-company_elab.docx","docx","105977","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-theatre-company-elab.7678636c.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_11_theatre-production_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_theatre-production_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_11_theatre-production_elab.docx","docx","105893","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-11-theatre-production-elab.bd09f1e5.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_art-studio_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_art-studio_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_art-studio_elab.docx","docx","108322","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-art-studio-elab.cf447816.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_choral-music_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_choral-music_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_choral-music_elab.docx","docx","106870","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-choral-music-elab.9c735131.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_composition-and-production_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_composition-and-production_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_composition-and-production_elab.docx","docx","107562","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-composition-and-production.6787d067.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_contemporary-music_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_contemporary-music_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_contemporary-music_elab.docx","docx","107052","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-contemporary-music-elab.fe657a16.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_dance-choreography_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-choreography_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-choreography_elab.docx","docx","106775","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-dance-choreography-elab.b852cc5e.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_dance-company_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-company_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-company_elab.docx","docx","107058","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-dance-company-elab.7a396196.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_dance-conditioning_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-conditioning_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-conditioning_elab.docx","docx","108751","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-dance-conditioning-elab.57f6c255.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_dance-foundations_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-foundations_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-foundations_elab.docx","docx","108115","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-dance-foundations-elab.ff2da943.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_dance-technique-and-performance_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-technique-and-performance_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_dance-technique-and-performance_elab.docx","docx","107397","arts;physical-education;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-dance-technique-and-perform.34181f98.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_directing-and-script-development_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_directing-and-script-development_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_directing-and-script-development_elab.docx","docx","106026","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-directing-and-script-develo.0945323e.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_drama_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_drama_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_drama_elab.docx","docx","106681","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-drama-elab.80020317.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_film-and-television_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_film-and-television_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_film-and-television_elab.docx","docx","106098","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-film-and-television-elab.2cdb8c8e.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_graphic-arts_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_graphic-arts_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_graphic-arts_elab.docx","docx","108565","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-graphic-arts-elab.0d6f0ac2.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_instrumental-music_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_instrumental-music_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_instrumental-music_elab.docx","docx","109565","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-instrumental-music-elab.5068a6e2.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_media-arts_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_media-arts_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_media-arts_elab.docx","docx","109522","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-media-arts-elab.7fb4c890.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_musical-theatre_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_musical-theatre_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_musical-theatre_elab.docx","docx","106297","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-musical-theatre-elab.4eb6fc45.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_photography_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_photography_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_photography_elab.docx","docx","109148","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-photography-elab.5fdaf79c.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_studio-arts-2D_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_studio-arts-2D_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_studio-arts-2D_elab.docx","docx","108848","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-studio-arts-2d-elab.d77d5275.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_studio-arts-3D_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_studio-arts-3D_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_studio-arts-3D_elab.docx","docx","108926","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-studio-arts-3d-elab.f4d18017.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_theatre-company_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_theatre-company_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_theatre-company_elab.docx","docx","106281","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-theatre-company-elab.f975f51a.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_12_theatre-production_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_theatre-production_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_12_theatre-production_elab.docx","docx","106217","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-12-theatre-production-elab.3d8e0ea5.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_arts-education_k-9_elab","source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_k-9_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Arts Education/en_arts-education_k-9_elab.docx","docx","287764","arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-arts-education-k-9-elab.1efc9dc8.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_career-education_k-12_career-life-connections_elab","source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-12_career-life-connections_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-12_career-life-connections_elab.docx","docx","111384","curriculum-framework","res.national-standard.canada-bc-curriculum.en-career-education-k-12-career-life-connections.3e9c9463.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_career-education_k-12_career-life-education_elab","source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-12_career-life-education_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-12_career-life-education_elab.docx","docx","111384","curriculum-framework","res.national-standard.canada-bc-curriculum.en-career-education-k-12-career-life-education-e.991a191c.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_career-education_k-9_big_ideas","source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-9_big_ideas.pdf","original-files/source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-9_big_ideas.pdf","pdf","135275","curriculum-framework","res.national-standard.canada-bc-curriculum.en-career-education-k-9-big-ideas.e93c757c.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_career-education_k-9_content","source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-9_content.pdf","original-files/source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-9_content.pdf","pdf","142665","curriculum-framework","res.national-standard.canada-bc-curriculum.en-career-education-k-9-content.e704fca7.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_career-education_k-9_curricular_competencies","source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-9_curricular_competencies.pdf","original-files/source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-9_curricular_competencies.pdf","pdf","256882","physical-education;curriculum-framework","res.national-standard.canada-bc-curriculum.en-career-education-k-9-curricular-competencies.ae6abcd8.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_career-education_k-9_elab","source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-9_elab.docx","original-files/source/national-standard/canada-bc-curriculum/Career Education/en_career-education_k-9_elab.docx","docx","80956","curriculum-framework","res.national-standard.canada-bc-curriculum.en-career-education-k-9-elab.a5dab058.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_ela_k-9_big_ideas","source/national-standard/canada-bc-curriculum/English Language Arts/en_ela_k-9_big_ideas.pdf","original-files/source/national-standard/canada-bc-curriculum/English Language Arts/en_ela_k-9_big_ideas.pdf","pdf","255438","english;arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-ela-k-9-big-ideas.32308c7b.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_ela_k-9_content","source/national-standard/canada-bc-curriculum/English Language Arts/en_ela_k-9_content.pdf","original-files/source/national-standard/canada-bc-curriculum/English Language Arts/en_ela_k-9_content.pdf","pdf","369277","english;arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-ela-k-9-content.5e260f72.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_ela_k-9_curricular_competencies","source/national-standard/canada-bc-curriculum/English Language Arts/en_ela_k-9_curricular_competencies.pdf","original-files/source/national-standard/canada-bc-curriculum/English Language Arts/en_ela_k-9_curricular_competencies.pdf","pdf","716139","english;arts;physical-education;curriculum-framework","res.national-standard.canada-bc-curriculum.en-ela-k-9-curricular-competencies.0e9353b3.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_english-language-arts_10_composition_elab","source/national-standard/canada-bc-curriculum/English Language Arts/en_english-language-arts_10_composition_elab.docx","original-files/source/national-standard/canada-bc-curriculum/English Language Arts/en_english-language-arts_10_composition_elab.docx","docx","112094","english;arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-english-language-arts-10-composition-elab.caba0a75.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_english-language-arts_10_creative-writing_elab","source/national-standard/canada-bc-curriculum/English Language Arts/en_english-language-arts_10_creative-writing_elab.docx","original-files/source/national-standard/canada-bc-curriculum/English Language Arts/en_english-language-arts_10_creative-writing_elab.docx","docx","111153","english;arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-english-language-arts-10-creative-writing-ela.9acd0d45.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
"canada-bc-curriculum","en_english-language-arts_10_efp-literary-studies_elab","source/national-standard/canada-bc-curriculum/English Language Arts/en_english-language-arts_10_efp-literary-studies_elab.docx","original-files/source/national-standard/canada-bc-curriculum/English Language Arts/en_english-language-arts_10_efp-literary-studies_elab.docx","docx","111447","english;arts;curriculum-framework","res.national-standard.canada-bc-curriculum.en-english-language-arts-10-efp-literary-studies.395c56ab.document.full.001","national_standard_document","actual_path_verified; matched_by_collection_and_filename; original_card_uses_old_canada_bc_path"
